subID,filter1,filter2,filter3,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8
243,0,0,1,4,27,3,17,34,94,10,109
244,0,0,0,39,24,139,6,12,38,19,21
245,0,0,0,70,21,166,0,6,20,15,0
246,0,0,0,0,38,161,5,6,52,36,0
247,0,0,0,19,36,154,3,10,41,30,5
248,0,0,0,10,39,140,4,11,50,31,13
249,0,0,0,10,41,173,0,12,34,28,0
250,0,0,0,16,32,81,25,21,42,36,45
251,0,0,0,13,38,180,0,5,28,33,1
252,0,0,0,53,33,130,7,9,31,31,4
253,0,0,0,67,21,174,0,2,15,19,0
254,0,0,0,28,22,196,1,7,22,17,5
255,0,0,0,1,36,49,42,4,80,74,12
256,0,0,0,11,37,162,0,5,50,32,1
257,0,0,0,43,22,138,12,13,43,21,6
258,0,0,0,11,38,155,5,4,38,39,8
259,0,0,0,23,35,153,2,13,44,25,3
260,0,0,0,50,24,186,0,7,14,17,0
261,0,0,0,13,40,167,1,0,35,40,2
262,0,0,0,79,33,134,1,16,16,18,1
263,0,0,0,5,28,91,10,0,75,39,50
264,0,0,0,0,34,165,5,0,39,40,15
265,0,0,0,28,38,144,0,7,44,32,5
266,0,0,1,19,31,5,28,17,95,41,62
267,0,0,0,16,36,160,4,12,27,28,15
268,0,0,0,18,28,171,5,2,39,32,3
269,0,0,0,13,45,139,0,12,54,33,2
270,0,0,0,15,37,183,0,16,26,21,0
271,0,0,0,51,21,142,8,8,43,22,3
272,0,0,0,58,34,155,0,17,17,17,0
273,0,0,0,28,38,76,17,19,59,37,24
274,0,0,0,1,37,97,8,6,81,39,29
275,0,1,1,24,32,17,31,38,56,26,74
276,0,0,0,1,32,199,0,1,33,32,0
277,0,0,1,0,9,7,14,5,112,17,134
278,0,0,0,21,45,118,5,16,57,34,2
279,0,0,0,46,30,171,0,12,21,18,0
280,0,0,0,56,20,181,1,8,17,14,1
281,0,0,0,2,44,70,15,0,83,59,25
282,0,0,0,50,36,138,0,7,38,29,0
283,0,0,0,6,38,146,4,3,55,39,7
284,0,0,0,15,42,117,5,12,52,35,20
285,0,0,0,43,29,182,1,14,11,17,1
286,0,0,1,22,14,19,3,9,104,7,120
287,0,0,0,23,45,151,0,12,31,33,3
288,0,0,0,42,21,202,1,10,8,13,1
289,0,0,0,18,34,89,15,8,64,42,28
290,0,0,0,31,28,185,0,3,26,25,0
291,0,0,0,18,27,183,4,7,35,23,1
292,0,0,0,25,29,177,1,9,35,21,1
293,0,0,0,9,40,80,14,12,67,41,35
294,0,0,0,70,25,145,7,18,16,15,2
295,0,1,1,14,32,40,21,17,84,35,55
296,0,0,0,26,42,133,0,9,52,34,2
297,0,0,0,10,43,146,0,4,48,39,8
298,1,1,1,13,23,6,18,19,100,22,97
299,0,0,0,8,44,149,1,10,49,36,1
300,0,0,0,15,41,133,9,16,41,33,10
301,0,0,0,18,27,197,2,6,23,24,1
302,0,0,0,6,42,131,8,3,52,48,8
303,0,0,1,4,33,26,16,11,112,38,58
304,0,0,0,32,25,189,0,5,25,20,2
305,0,0,0,17,30,187,0,3,34,26,1
306,0,0,0,17,39,98,16,18,61,37,12
307,0,0,0,47,22,178,0,6,28,17,0
308,0,0,1,1,19,36,13,6,103,26,94
309,0,0,0,1,28,97,6,7,61,27,71
310,0,0,0,11,31,95,17,16,42,32,54
311,0,0,0,4,47,136,4,9,52,43,3
312,0,0,0,11,35,86,16,9,58,43,40
313,0,0,1,4,17,68,3,7,94,13,92
314,0,0,0,2,43,146,6,6,41,44,10
315,0,0,0,6,37,155,1,4,59,34,2
316,0,0,0,24,37,156,2,3,39,36,1
317,0,0,0,12,46,147,5,5,32,46,5
318,0,0,0,40,28,181,4,10,10,23,2
319,0,0,0,6,23,102,9,7,54,26,71
320,0,0,0,42,27,183,1,11,15,18,1
321,0,0,0,90,34,131,0,22,9,12,0
322,0,0,1,5,29,9,26,10,118,45,56
323,0,0,0,2,51,98,8,15,76,44,4
324,0,0,0,25,38,124,7,14,45,31,14
325,0,0,0,69,18,187,0,9,5,10,0
326,0,0,0,1,26,124,16,2,63,40,26
327,0,0,0,3,39,109,12,5,57,46,27
328,0,0,0,23,32,76,14,13,65,32,43
329,0,0,0,2,43,152,0,4,57,39,1
330,0,0,0,16,28,61,39,25,38,42,49
331,0,0,0,11,43,144,3,3,49,44,1
332,0,0,0,1,35,147,14,2,39,48,12
333,0,0,0,22,21,156,4,9,40,15,31
334,0,0,0,13,50,136,1,13,47,37,1
335,0,0,0,8,30,173,0,1,49,28,9
336,0,0,0,77,10,191,0,4,9,7,0
337,0,0,0,51,23,168,1,5,29,19,2
338,0,0,0,6,34,103,10,8,77,35,25
339,0,0,0,4,42,146,6,3,52,44,1
340,0,0,0,52,25,162,0,3,32,22,2
341,0,0,1,2,24,53,6,5,103,25,80
342,0,0,0,9,46,156,3,13,34,36,1
343,0,0,0,5,60,119,3,24,47,40,0
344,0,0,0,14,35,140,5,8,58,33,5
345,0,0,0,2,34,96,15,6,76,43,26
346,0,0,0,24,29,187,1,1,24,30,2
347,0,0,0,66,37,109,9,23,21,22,11
348,0,0,0,54,16,189,1,4,21,13,0
349,0,0,0,7,43,125,7,16,53,34,13
350,0,0,0,9,25,114,6,9,59,23,53
351,0,0,0,0,51,117,0,5,66,46,13
352,0,0,0,3,34,63,10,10,83,35,60
353,0,0,0,2,40,128,2,3,58,39,26
354,0,0,0,13,40,145,5,7,48,37,3
355,0,0,0,10,31,88,16,18,59,30,46
356,0,0,0,2,43,155,2,1,43,45,7
357,0,0,0,7,50,68,16,8,75,58,16
358,0,0,1,2,14,11,22,16,96,21,116
359,0,0,0,8,41,168,0,7,37,35,2
360,0,0,0,56,22,190,0,6,5,17,2
361,0,0,0,66,20,179,0,5,13,15,0
362,0,0,0,4,44,152,3,9,38,39,9
363,0,0,0,12,25,108,12,12,46,25,58
364,0,0,0,11,31,67,8,5,108,34,34
365,0,0,0,10,25,167,3,5,29,24,35
366,0,0,0,0,39,149,4,2,55,41,8
367,0,0,0,18,37,105,10,10,65,37,16
368,0,0,0,17,34,144,2,4,45,33,19
369,0,0,0,48,28,150,2,10,39,20,1
370,0,0,0,17,29,173,1,4,44,27,3
371,0,0,0,7,31,85,28,9,36,51,51
372,0,0,0,2,36,92,29,5,67,60,7
373,0,0,0,69,17,181,0,2,14,15,0
374,0,0,0,2,51,135,1,5,57,47,0
375,0,0,0,13,46,136,1,5,48,42,7
376,0,0,0,51,15,191,2,2,18,16,3
377,0,0,0,9,49,140,1,10,35,40,14
378,0,0,0,24,47,136,1,9,41,38,2
379,0,0,0,12,35,162,8,14,32,30,5
380,0,0,0,0,41,182,0,3,33,39,0
381,0,0,0,38,31,181,0,12,16,20,0
382,0,0,0,55,23,177,1,4,18,20,0
383,0,0,0,9,47,123,1,7,68,41,2
384,0,0,0,18,42,136,3,5,45,40,9
385,0,0,0,14,36,158,2,7,47,32,2
386,0,0,0,10,32,179,3,9,33,26,6
387,0,0,0,12,31,118,32,5,40,59,1
388,0,0,0,66,28,163,0,15,12,13,1
389,0,0,0,11,25,193,0,1,42,24,2
390,0,0,0,26,35,104,4,8,58,32,31
391,0,0,0,33,29,173,1,12,32,18,0
392,0,0,0,8,32,82,12,3,76,40,45
393,0,0,0,37,26,192,0,3,16,23,1
394,0,0,0,3,53,83,10,10,76,53,10
395,0,0,0,8,50,86,10,9,75,51,9
396,0,0,0,5,43,147,5,5,47,43,3
397,0,0,0,12,53,118,2,18,55,38,2
398,0,0,0,9,38,168,2,9,35,32,5
399,0,0,0,27,55,116,2,19,40,38,1
400,0,0,0,17,33,111,7,5,60,35,30
401,0,0,0,22,29,90,18,18,29,29,63
402,0,0,0,14,33,164,2,1,47,35,2
403,0,0,0,23,21,149,11,10,33,22,29
404,0,0,0,35,25,189,0,4,24,21,0
405,0,0,1,7,20,15,36,4,93,52,71
406,0,0,0,3,43,157,2,2,46,43,2
407,0,0,0,69,14,200,0,9,1,5,0
408,0,0,0,6,47,130,2,5,64,43,1
409,0,0,1,1,22,18,32,3,100,51,71
410,0,0,0,0,41,174,0,0,42,41,0
411,0,0,0,2,43,158,2,10,48,35,0
412,0,0,1,6,26,45,21,4,81,44,71
413,0,0,0,56,20,177,2,4,21,18,0
414,0,0,0,82,21,174,0,11,0,10,0
415,0,0,0,10,29,169,3,12,45,21,9
416,0,0,0,7,27,76,9,5,93,30,51
417,0,0,0,0,32,215,0,0,18,33,0
418,0,0,0,1,44,158,0,4,40,41,10
419,0,0,0,23,35,158,1,6,44,30,1
420,0,0,0,11,34,118,8,7,61,35,24
421,0,0,0,14,38,165,0,9,42,29,1
422,0,0,0,34,34,103,24,17,37,42,7
423,0,0,0,18,47,105,3,8,66,43,8
424,0,0,0,1,22,75,14,2,71,35,78
425,0,0,0,40,39,106,1,8,57,33,14
426,0,0,0,5,47,144,1,11,52,36,2
427,0,0,1,2,16,9,20,10,82,27,132
428,0,0,0,11,35,141,5,3,55,36,12
429,0,0,0,23,33,179,0,9,29,25,0
430,0,0,0,29,27,44,36,17,65,45,35
431,0,0,0,34,37,162,0,14,28,23,0
432,0,0,1,4,11,5,12,8,103,15,140
433,0,0,0,9,37,170,0,4,42,33,3
434,0,0,1,1,23,42,23,3,103,44,59
435,0,0,0,10,32,189,0,2,35,29,1
436,0,0,0,1,48,129,3,6,55,45,11
437,0,0,0,2,41,148,4,5,42,41,15
438,0,0,0,26,19,113,4,3,43,21,69
439,0,0,0,4,37,154,2,2,46,38,15
440,0,0,0,45,25,200,0,10,3,15,0
441,0,0,0,12,26,90,8,6,74,28,54
442,0,0,0,23,23,43,41,15,52,50,51
443,0,0,0,4,38,164,2,1,47,39,3
444,0,0,1,19,16,12,10,9,83,18,131
445,0,0,0,9,40,156,2,4,46,38,3
446,0,0,0,15,37,137,0,9,72,28,0
447,0,0,0,23,29,188,1,2,27,28,0
448,0,0,0,16,35,95,12,9,50,39,42
449,0,0,0,20,35,172,1,1,34,34,1
450,0,0,0,5,37,192,0,1,27,36,0
451,0,0,0,43,38,145,0,2,33,37,0
452,0,0,0,27,40,143,0,12,44,29,3
453,0,0,0,57,26,185,0,10,4,16,0
454,0,0,0,2,29,123,16,5,47,40,36
455,0,0,0,35,33,149,5,12,32,27,5
456,0,0,0,3,53,156,4,5,24,53,0
457,0,0,0,48,37,172,0,16,4,21,0
458,0,0,0,41,29,169,2,7,26,24,0
459,0,0,0,6,33,195,0,3,30,30,1
460,0,0,0,75,24,119,2,6,50,21,1
461,0,0,0,26,31,154,4,11,28,25,19
462,0,0,1,5,20,37,8,18,103,10,97
463,0,0,0,5,45,154,3,6,40,42,3
464,0,0,0,1,32,189,0,2,42,31,1
465,0,0,0,53,36,163,0,14,10,22,0
466,0,1,1,58,32,43,19,25,53,25,43
467,0,0,0,13,37,23,45,15,82,66,17
468,0,0,0,6,50,143,0,4,44,46,5
469,0,0,0,15,37,145,19,18,16,38,10
470,0,0,1,1,18,15,14,7,117,25,101
471,0,0,0,7,42,137,0,4,70,38,0
472,0,0,0,7,38,88,21,7,68,52,17
473,0,0,0,11,48,131,1,6,57,42,2
474,0,0,0,10,44,135,0,4,64,41,0
475,0,0,0,15,46,156,0,15,35,31,0
476,0,0,0,26,24,101,15,21,33,18,60
477,0,0,0,2,40,144,9,1,49,48,5
478,0,0,0,8,35,78,23,13,66,44,31
479,0,0,0,10,29,53,14,31,50,12,99
480,0,0,0,8,54,83,1,10,85,46,11
481,0,0,0,0,26,69,19,9,74,36,65
482,0,0,0,62,37,136,4,18,19,22,0
483,0,0,0,9,34,127,11,7,53,39,18
484,0,0,1,6,29,47,6,11,115,24,60
485,0,0,0,75,28,149,2,11,14,18,1
486,0,0,0,8,36,115,10,14,60,31,24
487,0,0,0,12,39,143,5,7,49,37,6
488,0,0,0,21,25,56,18,18,79,25,56
489,0,0,0,0,48,136,3,5,57,46,3
490,0,0,0,15,44,128,0,16,64,29,2
491,0,0,0,44,33,157,2,11,24,25,2
492,0,0,0,18,28,129,5,9,47,25,37
493,0,0,0,39,21,201,1,6,14,16,0
494,0,0,0,5,40,160,3,1,41,43,5
495,0,0,0,6,41,158,1,5,49,37,1
496,0,0,0,22,31,144,2,4,55,30,10
497,0,0,0,12,42,160,3,8,25,38,10
498,0,0,0,24,33,172,0,2,36,31,0
499,0,0,0,58,19,195,0,3,6,16,1
500,0,0,0,30,36,169,2,12,20,27,2
501,0,0,0,83,14,150,7,12,8,9,15
502,0,0,0,54,23,119,16,8,26,31,21
503,0,0,0,3,44,110,10,2,68,52,9
504,0,0,0,26,34,172,1,6,29,29,1
505,0,0,0,0,43,128,15,1,49,57,5
506,0,0,0,31,27,152,10,10,27,27,14
507,0,0,0,9,48,145,0,13,47,36,0
508,0,0,0,2,34,104,16,2,72,47,21
509,0,0,0,0,41,150,2,2,55,41,7
510,0,0,0,12,45,88,8,13,70,40,22
511,0,0,1,3,28,28,27,10,93,45,64
512,1,1,1,1,13,3,18,3,121,28,111
513,0,0,0,4,32,189,0,2,40,30,1
514,0,0,0,22,18,117,2,7,50,13,69
515,0,0,0,10,21,87,17,16,35,22,90
516,0,0,0,7,31,150,8,1,52,39,10
517,0,0,0,33,21,215,0,3,7,19,0
518,0,0,0,30,35,171,0,9,26,26,1
519,0,0,0,59,28,160,0,6,21,22,2
520,0,0,0,3,34,58,29,18,57,45,54
521,0,0,0,59,35,141,2,17,23,21,0
522,0,0,0,52,23,176,0,15,24,8,0
523,0,0,1,4,16,14,12,17,130,12,93
524,0,0,0,1,43,97,12,6,83,49,7
525,1,1,1,10,18,2,6,19,110,5,128
526,0,1,1,15,38,14,48,34,49,53,47
527,0,0,0,9,38,135,9,11,34,36,26
528,0,0,0,48,30,128,5,10,41,26,10
529,0,0,1,2,14,0,27,10,105,31,109
530,0,0,0,23,35,137,0,4,55,31,13
531,0,0,0,8,47,86,9,6,61,51,30
532,0,0,0,6,36,162,5,7,48,34,0
533,0,0,0,36,28,179,0,1,24,28,2
534,0,0,0,12,31,89,19,11,69,40,27
535,0,0,0,12,38,90,15,12,71,40,20
536,0,0,0,8,45,109,13,8,52,51,12
537,0,0,0,79,26,148,2,17,15,11,0
538,0,0,0,6,42,150,0,8,52,34,6
539,0,0,0,5,37,161,2,4,52,36,1
540,0,0,0,15,18,112,43,13,15,48,34
541,0,0,0,26,47,141,2,18,32,32,0
542,0,0,0,40,20,191,0,2,26,19,0
543,0,0,0,11,31,178,4,2,27,34,11
544,0,0,0,82,28,129,3,8,26,22,0
545,0,0,0,2,45,120,8,5,55,47,16
546,0,0,0,1,51,103,9,16,55,44,19
547,0,0,0,6,40,129,32,14,16,58,3
548,0,0,0,22,38,86,11,24,70,26,21
549,0,0,0,62,32,133,3,6,31,30,1
550,0,0,0,30,32,186,0,8,16,25,1
551,0,0,0,1,34,113,5,2,88,37,18
552,0,0,0,1,41,132,1,8,60,35,20
553,0,0,0,0,46,157,0,5,49,41,0
554,0,0,0,7,43,117,2,7,63,38,21
555,0,0,0,23,21,107,10,11,52,20,54
556,0,0,0,30,27,170,0,7,42,20,2
557,0,0,0,19,23,62,22,13,67,31,61
558,0,0,0,3,49,155,1,18,38,33,1
559,0,0,0,57,13,208,0,3,6,11,0
560,0,0,0,45,20,140,10,7,39,23,14
561,0,0,0,20,34,182,1,7,26,28,0
562,0,0,0,28,39,135,1,8,55,32,0
563,0,0,0,1,41,168,1,3,43,40,1
564,0,0,0,32,21,193,7,7,12,20,6
565,0,0,0,6,42,113,4,8,56,39,30
566,0,0,0,0,40,123,5,3,81,43,3
567,0,0,0,26,36,179,0,7,20,30,0
568,0,0,0,56,19,196,1,12,5,8,1
569,0,0,0,26,32,175,0,3,33,29,0
570,0,0,0,46,35,110,13,26,37,22,9
571,0,0,0,27,29,85,11,20,55,20,51
572,0,0,0,59,29,161,1,11,17,20,0
573,0,0,0,1,41,126,9,7,51,44,19
574,0,0,0,23,55,107,1,16,54,40,2
575,0,0,0,11,54,130,0,11,49,42,1
576,0,0,0,41,39,88,5,12,71,31,11
577,0,0,0,1,45,115,7,6,68,46,10
